,infected,dead,infected_min,infected_max,dead_min,dead_max
274,2180,84,887.9465149035514,3473.8829404749285,44.14957654495008,123.96455713513323
275,2199,85,895.3060627785599,3502.7744075549954,44.65007155056702,125.36988394718315
276,2216,85,902.4936233010192,3531.0012942497797,45.169404318441124,126.82811180361954
277,2234,87,909.4992375202123,3558.5245200686463,45.70853288251917,128.34193198390224
278,2250,88,916.3132972881806,3585.306276907034,46.26829976107055,129.91371133648204
279,2267,89,922.9265703255683,3611.310122096334,46.84941268579518,131.54543810623107
280,2282,90,929.3302244253434,3636.5010693945815,47.45242623572757,133.23867029800834
281,2298,91,935.5158506887171,3660.8456777019255,48.07772459576124,134.99448719603782
282,2312,92,941.475485690296,3684.3121372867613,48.72550564897788,136.81344462958134
283,2327,94,947.2016324731667,3706.8703533100725,49.39576659892229,138.69553453941137
284,2340,95,952.687280279468,3728.4920264369694,50.08829130267764,140.6401493573076
285,2353,96,957.9259229276686,3749.1507303259996,50.80263947828439,142.64605166277394
286,2365,98,962.9115757549364,3768.8219857875783,51.538137930964034,144.71134952796262
287,2377,99,967.6387910507488,3787.483331404225,52.293873921987895,146.83347790412842
288,2388,101,972.1026719169936,3805.114390405914,53.068690782187474,149.00918634147752
289,2398,102,976.2988844996655,3821.696933594668,53.86118584930446,151.23453326981831
290,2408,104,980.2236685479088,3837.2149381134745,54.66971078493815,153.50488700071804
291,2417,105,983.8738462675938,3851.6546418553908,55.49237430308679,155.8149335437409
292,2426,107,987.2468294486857,3865.004593309835,56.32704731846008,158.15869126057908
293,2433,108,990.3406248578199,3877.255696644775,57.17137049918967,160.52953231231393
294,2440,110,993.1538379004446,3888.4012518253317,58.02276418553224,162.9202107874366
295,2447,112,995.6856745693917,3898.436989571947,58.87844061388718,165.32289733241043
296,2452,113,997.9359417093203,3907.361100965076,59.73541836417877,167.7292200432029
297,2457,115,999.9050456389648,3915.1742615072644,60.590538928538535,170.13031131606934
298,2461,116,1001.5939891845576,3921.8796494595936,61.44048528043259,172.51686029960055
299,2465,118,1003.0043671890937,3927.4829582759276,62.28180230603487,174.87917053823406
300,2468,120,1004.1383605719805,3931.992402967019,63.110918943787695,177.20722235066347
301,2470,121,1004.998729022826,3935.418720236237,63.924171863834324,179.49073944525864
302,2471,123,1005.5888024206424,3937.775162240433,64.71783050629261,181.71925923917556
303,2472,124,1005.912471076181,3939.0774838429215,65.48812328624689,183.8822063185516
304,2472,126,1005.9741748997396,3939.3439232408327,66.2312647637886,185.96896845421801
305,2472,127,1005.7788915999377,3938.5951758664382,66.94348356946239,187.96897457085535
306,2471,128,1005.3321240201578,3936.854361481419,67.62105086906155,189.87177405736048
307,2469,129,1004.6398867189673,3934.1469844041667,68.26030914681763,191.6671168023331
308,2467,131,1003.708691898489,3930.5008868335335,68.85770108275396,193.3450333406647
309,2464,132,1002.5455347806167,3925.94619525734,69.40979829826588,194.89591450496013
310,2460,133,1001.1578785253239,3920.5152599607127,69.91332974399165,196.31058998839222
311,2456,133,999.553638777687,3914.2425876776574,70.36520950580865,197.58040524305744
312,2452,134,997.7411679215625,3907.1647674588617,70.76256380842386,198.6972961593699
313,2447,135,995.7292391075937,3899.3203898593947,71.10275700166626,199.65386099675897
314,2442,135,993.5270301118576,3890.7499595817903,71.38341632230451,200.44342906329825
315,2436,136,991.1441070692836,3881.495801742056,71.60245523412192,201.06012567114942
