,$\beta_1$,$\beta_2$,$\beta_3$,$\beta_4$
1030,0.30371649936253503,0.03308638681449965,0.10900355110072271,0.0007666077860824105
1031,0.3058740323040689,0.0333800827157899,0.10904449153872028,0.0007683967698738222
1032,0.30945281876647684,0.033698530528258296,0.1087034015250853,0.0007872223426635811
1033,0.3059696756145688,0.033276944075856234,0.10878023284449304,0.0007780174489897982
1034,0.30777227728377937,0.03352065202050252,0.10884622316553894,0.0007781668739790886
1035,0.3057206090620548,0.033356445273352554,0.10910222317277393,0.0007627786798321658
1036,0.3087477562396152,0.03364109611333524,0.10886476880730175,0.0007777979812792477
1037,0.30564359378625844,0.03323091254309286,0.10870454698109239,0.0007815969908053228
1038,0.3047553734377005,0.033220419209880225,0.10902134759266817,0.0007666038137027842
1039,0.30707747185131046,0.033692117099385535,0.10949684146511417,0.0007507464221638343
1040,0.3075459220467859,0.03358763197155993,0.10901168776303069,0.0007707490660501103
1041,0.30487135943594335,0.03345934429417289,0.10958789303766103,0.0007432805360081058
1042,0.31186243221975096,0.033917991224288006,0.108617706120644,0.0007882160763678446
1043,0.3089538386668148,0.033685066272634095,0.1089005541402394,0.0007756339100360957
1044,0.3079883977146812,0.03363479147038966,0.10912416111455249,0.0007663927607096429
1045,0.30577487665020586,0.03343099973783581,0.10922975829111695,0.0007607620295923215
1046,0.30637964636068904,0.03322895842338491,0.10867625103478337,0.0007798727462804214
1047,0.30768922522506664,0.03361259848345049,0.1091341590387056,0.0007647713126559229
1048,0.3035496676408252,0.03313723269595814,0.10929969883988945,0.0007525928880148804
1049,0.3081247385091726,0.033504133945788474,0.10865643425170549,0.000788830967862229
1050,0.3036468289688372,0.03318677955807623,0.10932028718006367,0.000752943288234121
1051,0.3066041067745433,0.033358921070361626,0.10891902820166911,0.0007714363818693518
1052,0.3054769270229388,0.03300628206947781,0.1081986751075578,0.0008041547686648026
1053,0.30544627409226144,0.03326990965439105,0.10915941181114419,0.0007571897881768609
1054,0.30560425397011715,0.03327593648191109,0.10899400819760074,0.0007654222257074691
1055,0.3073013242433787,0.033654112532654566,0.10943586295547077,0.0007505366489428901
1056,0.306160033988172,0.03354773241646868,0.10939395263384136,0.0007525297193757288
1057,0.3074441280854962,0.03370531646310677,0.10939473051405972,0.0007538876232410645
1058,0.30851638960863365,0.03349191627726795,0.10852286592902759,0.0007898267811862064
1059,0.30598886109192847,0.033238586016015405,0.10876827106666552,0.0007765177716097785
1060,0.30701544350673915,0.03353867756347584,0.10909315299588702,0.0007685694727575111
1061,0.30777500695401727,0.033286354320313405,0.108220360828826,0.0008039499115807449
1062,0.30837175109040477,0.03350388783590215,0.10855769054982842,0.0007896465587532667
